"x","y","lprice"
123628,485240,12.2035695153121
116261,488350,11.8600549960654
120709,489121,12.16785143271
117212,486841,12.4780063610138
120056,485671,12.8866410438833
118543,487787,11.8204101647182
121242,492311,11.9640010843304
119456,485120,12.2876526325226
120827,487311,12.9831013100708
120234,485369,13.6588567479189
120233,484152,12.8049091466189
121473,486422,13.0170028617465
122600,486911,12.9116423460887
121309,486231,12.3171666930358
120052,487329,12.2899541295109
119933,483895,14.2537654888954
121143,485109,12.7038130297475
120736,488437,12.1909590077201
119820,484598,12.8841061882801
116161,488242,12.1388638958367
120594,481907,12.4874851049684
120999,482355,12.6603279178078
119588,481989,12.0895388292742
120478,485268,13.0815413828841
118210,484520,11.9576112862317
120478,485268,12.5602444592508
118643,485632,12.4073795022352
120986,482357,12.4568313638774
121247,486590,12.8942072842666
122186,487360,13.1421660047005
119056,482263,12.5181424060388
121896,484163,12.6915804613119
124356,485551,12.8687606186054
118300,487783,11.8565151693603
121779,485127,12.2783933071098
120674,487157,12.0137007528827
122663,485046,12.0137007528827
118616,487182,11.9430831856688
122337,483820,12.0725412529057
122429,486227,12.2548628096996
119295,486077,12.0725412529057
120234,488494,12.1199699464768
120234,488494,12.0287386302473
118869,481912,12.7218858108072
125587,480371,11.7324625206903
125627,480392,12.2767640736527
125441,480570,11.6082356447746
118385,486769,11.9183905730784
120320,488662,11.8775685785581
118790,488255,11.7035458245789
120233,488571,11.9250351157971
119072,485930,12.1145054520047
118455,484644,12.4069705878971
114965,486283,12.1547793511426
114998,486278,12.0523385455881
114970,486265,11.7360690162844
120326,488669,12.0435537160324
120424,488719,12.2548628096996
124723,490829,11.4616321705827
122436,490891,11.8740903141818
121742,483030,13.4516671245469
121049,485943,13.2707833825226
122747,485793,12.3104326608544
120838,485460,13.3731220957515
119009,486159,11.9511803959014
123209,486664,13.2664637213781
118410,487772,11.8130300574206
120373,481885,12.4292161968444
119882,482024,12.2060726455302
120208,488157,11.6439537273766
119608,482424,12.1281111040605
121969,485238,12.0212479585181
119387,482692,13.048178479215
118410,486915,11.8670972786908
124410,487026,12.5245263766487
120893,481889,12.8479265317026
120066,483019,12.0076217068063
124180,487045,12.2548628096996
118286,487810,11.7519423654407
118226,485042,11.8981878657609
119556,481932,12.6666570528594
120785,486744,13.4408171085229
124180,487045,12.3349055173731
118644,485632,12.3987569893597
121986,485013,12.2548628096996
119427,482021,12.6280670555895
122860,485991,12.1743239472156
121289,487657,12.7440269366844
128017,479183,12.3013828253345
119048,484085,12.3013828253345
118895,485605,12.5098740998618
121585,487113,13.5410737122625
118416,486653,11.8422292121128
114087,486349,12.8609986132699
118344,487393,11.7158663089669
118342,487399,11.6526874073454
120588,488094,12.2666972673466
121426,484490,12.6523597481586
122013,483853,12.2110601870412
121238,488018,13.7694666194629
120189,481977,11.7199396343546
120493,487987,12.6443275764613
119595,484336,12.8076526325646
119908,481805,13.7483018082708
120799,484215,14.3893109808917
119261,482649,14.0225247273486
120267,483918,12.1626430876028
120734,481864,13.5923670066501
119906,484335,13.2707833825226
119125,484986,13.3923905146174
119445,484169,12.2184951655287
120124,484147,12.8866410438833
121410,484092,12.8076526325646
120136,481966,12.6915804613119
119261,482723,13.3847276418718
120274,485254,12.7068479334427
120139,486897,12.7218858108072
120992,487116,13.2085410736454
121397,487213,12.6115377536383
118996,484234,12.6115377536383
120967,488291,12.5061772379805
120135,488084,13.09704556942
120922,488358,12.8346813049525
122853,484253,12.4968748453182
118378,485514,12.1281111040605
120940,486869,12.7068479334427
123996,486360,11.9349198750296
120480,482029,12.2690474446916
118594,484897,12.0523385455881
121711,486042,12.7367008965923
119875,487055,13.2707833825226
120793,488592,12.6280670555895
120783,487788,12.9480099902596
120177,484546,13.2312177823164
125632,488809,12.3966930051388
116821,485539,11.9511803959014
121819,485506,12.1547793511426
119787,487033,11.982929094216
122971,485128,11.8981878657609
123544,485339,11.8740903141818
122988,486919,12.5602444592508
120481,486432,12.1807548375459
120481,486432,12.1807548375459
121301,488025,12.3458345879053
118688,486121,12.6915804613119
119094,482192,12.5425448821514
121034,484975,11.982929094216
120945,484382,12.8492414562839
119120,484121,12.3673407931263
118314,485006,12.0725412529057
120282,485257,13.5278284855125
115194,488126,12.2596134124582
120597,483067,12.4874851049684
120887,486915,13.4408171085229
120170,487671,12.6603279178078
119018,484079,12.0137007528827
119707,482604,12.5496623499203
123492,485462,12.2258752728264
118833,485947,12.1007121298723
119692,486866,12.1547793511426
120200,488154,11.7752897294377
120200,488154,11.7905572015685
119763,487135,12.2307652581205
122383,484571,12.4090134895269
122485,486707,13.6231386653168
119763,487135,12.2307652581205
118841,486287,11.8277362048103
122601,487078,13.1900220258781
117253,487519,11.7360690162844
118526,486241,12.1145054520047
120617,482110,12.0725412529057
120287,487642,12.4292161968444
120284,487638,12.3566455040095
119763,487135,12.2307652581205
119763,487135,12.2307652581205
118345,484839,12.1415341243926
121301,485033,12.1007121298723
120205,488469,12.3013828253345
120674,487157,12.1007121298723
119798,484414,12.6443275764613
121664,487618,13.7642172635767
124105,485407,13.3374747570213
118317,487598,11.8844890214027
118670,488000,11.7199396343546
119914,486695,11.6868787720937
123034,486353,12.1807548375459
124444,486168,11.7905572015685
118369,486971,11.9183905730784
124604,484524,12.4684369099977
121649,485802,12.6443275764613
121752,487045,11.8844890214027
121126,484516,12.7293207892947
119735,485452,13.5410737122625
120085,488484,11.8422292121128
119161,485855,12.7656884334656
118572,485133,13.2176735572087
120631,485324,12.7068479334427
122813,484150,12.9503881126645
116818,484139,12.3104326608544
118494,488435,11.9671807372478
118494,488435,11.9671807372478
120442,487168,12.6961852276986
118959,486955,11.982929094216
118959,486955,11.9183905730784
118959,486955,11.8844890214027
123209,486664,13.1615840905576
121054,486659,12.5335762121686
120342,484725,13.5923670066501
121015,484353,12.7938593104323
119215,485924,12.2060726455302
118503,485483,12.8185519230227
118175,484851,11.9414558460094
120618,482110,12.0494188354848
124346,486167,11.8775685785581
122484,483888,12.3758154201173
120939,485110,12.5776362019627
120939,485110,12.5602444592508
118572,487338,11.7360690162844
124859,486551,12.4684369099977
123358,485602,11.6526874073454
124586,486905,12.2596134124582
120798,485226,12.2541482687617
119972,488166,12.8346813049525
121083,488215,12.3458345879053
118404,487203,11.7905572015685
119589,486645,11.8844890214027
121965,484100,12.1807548375459
123207,486661,13.2467909557794
121965,484100,12.1547793511426
121965,484100,12.1547793511426
120536,482723,12.5425448821514
120466,485265,13.279367126214
121378,485911,11.9183905730784
119823,484571,12.9715404876697
121340,488055,12.7656884334656
120503,485300,12.6523597481586
122246,486520,12.2876526325226
118138,484820,12.2548628096996
122267,484654,12.2307652581205
119269,486932,12.0552497557956
119616,486983,12.4371843664936
119751,482555,12.8413258476712
118222,484541,12.0167264737993
116572,486201,12.3883942023241
119553,482387,12.0725412529057
121462,486267,13.6047895266486
121111,487631,13.0710700830168
119207,486129,11.8947807074393
121353,484972,12.0197430673387
119883,486687,11.7320609948869
118149,484974,11.9735098722995
118580,484868,12.1281111040605
121758,485035,11.9183905730784
118730,487912,11.7752897294377
118754,485255,11.9150516718129
118754,485255,11.9150516718129
119866,488729,11.809319478024
119866,488729,12.0725412529057
119050,487632,12.1281111040605
118241,484630,12.0867258878976
121190,489526,13.2707833825226
118333,485006,12.5602444592508
122361,486208,12.0610468734799
116406,485248,12.4760997827432
118534,487903,11.7558716435806
118179,485270,11.9183905730784
124385,486065,11.6910716503537
124476,485421,12.1960223096767
123710,485942,12.0581525154536
122666,485763,11.8670972786908
124544,485395,12.3883942023241
124277,485092,12.1335019526953
124821,484835,12.1145054520047
113284,484997,12.5672374947418
124067,485372,12.1007121298723
122019,487127,12.0725412529057
124825,485068,12.2307652581205
118224,484688,12.1145054520047
124231,485041,12.965709567359
124071,485338,12.4371843664936
124306,485325,12.6443275764613
122780,485475,11.8844890214027
118887,487407,12.2060726455302
122122,484079,12.2184951655287
118537,485592,12.3458345879053
122507,485294,12.0197430673387
123448,486210,11.9511803959014
124499,484643,12.6115377536383
122355,485499,11.901583454762
120944,489103,12.2307652581205
124737,484807,12.2307652581205
122008,487574,13.8643007221337
121229,489335,12.5425448821514
125289,487256,13.5110213671961
121494,486167,12.5461099483159
119726,484338,12.8212582846204
120980,488423,12.1415341243926
125114,487741,13.1421660047005
118800,485702,12.1281111040605
121166,488058,13.2533916398107
120737,488435,12.6443275764613
124410,487026,12.4874851049684
121201,487627,13.1663802628211
120734,486864,12.6915804613119
120244,487222,11.8670972786908
120244,487222,11.8565151693603
120522,486549,14.1156151504146
120709,488458,12.3349055173731
121347,488095,12.5998024974199
119990,486073,14.0817135987389
114218,485761,11.6741936125664
122968,485116,11.8635823365834
121371,488134,12.8212582846204
120308,489157,12.0317192583854
119136,484989,13.2039433643968
121070,484961,12.0376539939052
124627,490777,12.4292161968444
120056,485615,13.8155105579643
120976,488284,12.4703581401756
123043,485675,12.7798730684576
120434,485381,12.2783933071098
120745,487622,13.0389817684653
116686,488095,11.9703503120091
122943,486312,12.2428866186529
121333,484925,12.1281111040605
113762,484694,12.4090134895269
114161,484702,12.5190569008442
119825,485959,14.5333503511146
118850,488675,11.8313791960888
113566,484621,12.3966930051388
119553,482392,12.0725412529057
120185,487831,12.1807548375459
124917,486121,12.106252310248
115777,484403,12.3883942023241
122544,485317,12.1547793511426
117656,485261,12.3544926506484
119053,481896,12.5689781392195
117390,484684,11.9049675527463
127246,480237,11.9640010843304
123308,486742,12.5602444592508
121340,485915,12.3673407931263
117215,487373,11.6082356447746
123572,485919,12.16785143271
123505,486030,12.8479265317026
124796,486355,11.805595078933
120858,488100,13.0710700830168
116387,487544,12.6443275764613
124786,486908,12.3458345879053
126947,482108,11.5617156291397
123504,488076,12.6760762747759
113296,484977,12.5776362019627
120284,484155,12.8479265317026
124266,487373,12.4292161968444
114033,484551,12.3758154201173
119808,487463,12.3883942023241
124142,486502,12.594730635322
124136,485883,11.8493977015914
120471,487931,11.9183905730784
121296,484296,12.2307652581205
120110,486958,12.5335762121686
118640,487986,11.9316357998284
120174,484150,12.7218858108072
123480,486173,11.9349198750296
123496,486179,11.8740903141818
122539,485331,12.0867258878976
122546,485313,12.2428866186529
124150,485893,11.9183905730784
124114,485905,11.7360690162844
124391,485815,12.170445467887
124356,485789,11.8670972786908
124365,485756,11.7158663089669
120697,491996,11.9316357998284
120808,487877,12.5689781392195
114632,484409,12.1145054520047
127540,481893,12.4780063610138
127017,482033,11.8670972786908
124461,486169,11.9117015849276
124461,486169,11.9349198750296
127909,479045,12.4090134895269
126982,479895,11.7752897294377
127322,480327,11.7597855429018
127326,480330,11.9049675527463
120666,492063,11.9640010843304
122884,488544,11.6741936125664
115554,484217,12.4490188241406
122193,484302,12.0137007528827
127046,479904,11.7752897294377
127144,480213,11.7440371859336
127010,479847,11.982929094216
120401,489217,12.1172414318236
122113,486047,12.9480099902596
120289,485539,13.7953078506468
124686,484742,11.9984332807519
118588,488483,11.7360690162844
124663,484720,12.0137007528827
117473,485313,12.2307652581205
119863,485380,12.6443275764613
119367,486128,11.9576112862317
120652,484710,13.7375490164946
124306,485702,11.9953516142145
127051,481925,11.5991031612113
122016,487222,12.136186518066
121834,484246,12.3238556811866
121946,484271,12.5602444592508
124173,485155,13.5734389967645
118165,484593,12.0435537160324
119595,484021,12.3238556811866
119833,482298,11.6952470217642
127014,482031,11.6082356447746
119003,487889,11.6082356447746
127009,482088,11.8130300574206
120241,482300,11.6868787720937
120580,482827,12.2548628096996
120067,488479,11.7905572015685
116926,487394,11.9349198750296
118909,482777,13.279367126214
119928,481966,11.8981878657609
124034,491300,12.4252081754468
120716,482303,11.6505111279228
113638,487041,13.3923905146174
116298,487754,11.8350089641393
115732,484336,12.2945412935178
122416,486068,12.2783933071098
124314,485315,12.7337553863626
121859,486197,12.7396377562657
121229,489335,12.6443275764613
119421,485871,13.2356920627113
122421,486620,12.4684369099977
114306,485450,11.7886614664036
113769,485292,12.6402871669243
117338,488538,11.7360690162844
115545,484580,12.4090134895269
116737,487999,12.2060726455302
113717,484802,12.3149270504423
113140,484928,12.3673407931263
115542,485689,11.8844890214027
116000,484463,12.1547793511426
117546,488599,11.870599909242
115565,484517,12.4391665276976
113064,484914,12.8992198260901
113984,484760,12.3282902782544
113789,485172,12.4874851049684
113661,484762,12.4171436156101
113538,484644,12.6048487654875
115802,485485,11.7752897294377
115667,484216,12.4968748453182
115096,484585,13.1223633774043
116786,484160,12.5281561446993
114263,488269,12.4090134895269
115579,484306,12.2428866186529
114208,484863,12.2184951655287
116765,484245,12.4874851049684
114257,485569,11.7199396343546
115722,484183,12.106252310248
127828,480937,12.2783933071098
125120,484049,12.8479265317026
119162,486331,11.8981878657609
119243,486184,12.3779229024568
119834,482298,12.0711116600961
119998,487281,12.1007121298723
118617,488419,11.9117015849276
118801,487713,12.683858415218
124180,487045,12.6603279178078
122311,486950,12.5602444592508
115771,484406,12.2110601870412
124925,481098,12.2666972673466
124180,487045,12.5602444592508
123309,486576,13.2878778158819
120589,488020,12.5263429075751
114385,484823,12.1007121298723
120640,482257,12.6443275764613
127441,478678,11.7360690162844
128031,481043,12.1415341243926
119643,488709,12.2853458264247
117431,488627,11.8775685785581
119700,485332,13.1021606700868
125726,480539,11.5473268916876
127773,481018,12.2548628096996
119828,487823,11.8196746001392
119692,488711,12.3349055173731
120509,487419,12.6760762747759
128192,485391,12.714395139078
117179,486628,12.2307652581205
118431,486600,11.8844890214027
121520,484121,12.4968748453182
120102,484627,13.8130074277462
120914,484942,12.0435537160324
122129,484233,12.4090134895269
117394,488613,11.8350089641393
115555,485663,12.0137007528827
121466,486328,12.9831013100708
121087,484820,12.1281111040605
116168,488208,12.0882739847517
121504,485396,12.1441972418121
128457,479133,12.2404740722475
118395,487014,11.8130300574206
118605,487816,12.0197430673387
124288,486226,12.3349055173731
124916,486120,12.6915804613119
120009,487696,11.8947807074393
119193,485946,12.1117619660589
121070,485012,12.0137007528827
118567,487796,11.7829526021833
118821,488286,11.8130300574206
126701,481699,12.2307652581205
119835,482298,11.6613454700885
120974,487333,12.9715404876697
121101,484832,11.9183905730784
122268,487101,12.0137007528827
122289,487349,12.4684369099977
121296,485345,12.1226910365911
120210,489405,11.7943379244084
119121,487350,12.0951410848229
117394,484881,11.8130300574206
128133,478903,12.2783933071098
121515,485399,12.2841904247941
120761,488029,12.1909590077201
117389,484584,11.9183905730784
124468,487355,12.2783933071098
124177,485150,12.16785143271
118671,484830,12.1441972418121
119040,486064,11.9766594812024
118248,484584,11.9703503120091
125044,487210,12.9888319847798
122073,486406,12.6603279178078
120672,488497,12.5602444592508
122363,484570,12.2548628096996
127741,487683,13.5476311128087
118353,485150,12.0951410848229
120824,485598,13.1223633774043
121003,487491,12.8992198260901
119840,482092,11.870599909242
124723,490827,11.4457167152768
118251,488023,11.7752897294377
118556,487958,12.0015054797889
121058,486465,12.7512996960135
121078,484901,12.3013828253345
119358,484105,12.4332082181139
118437,486576,11.9876056420999
120568,485239,12.5776362019627
124351,485192,12.4587749990859
122338,484123,12.0725412529057
117489,485239,12.2060726455302
120250,483991,12.5689781392195
121328,487737,12.4490188241406
119876,484230,12.7218858108072
118318,485279,11.9250351157971
120219,486787,12.5425448821514
127108,482108,12.3883942023241
119706,482563,12.4292161968444
121189,489526,12.5776362019627
122968,485116,11.7905572015685
122854,484986,11.9671807372478
123115,485352,11.8422292121128
118578,485176,12.3149270504423
120435,486732,13.2621253197795
118108,488302,11.901583454762
120677,488436,12.1117619660589
118312,484687,12.0581525154536
123551,486973,12.3376490033189
121053,488958,13.0058295611484
124915,486123,12.2404740722475
120358,488546,11.8670972786908
121380,483798,12.4780063610138
119596,484009,12.3512546553747
119294,486357,11.8844890214027
114351,488494,12.3458345879053
120035,486252,12.1626430876028
120797,485092,13.0389817684653
121916,484046,12.4587749990859
120799,485087,12.8279923168018
117656,485262,12.3458345879053
119012,485990,12.7068479334427
119151,485121,13.9243649628764
121017,482344,13.4588356140255
118523,484945,12.7218858108072
118427,485925,12.0376539939052
119271,486050,12.0257490913989
121397,485311,13.0710700830168
120097,484546,13.0604879736862
120056,484602,12.1547793511426
119407,487233,11.982929094216
124243,486911,12.3059179804999
119100,487361,12.3883942023241
121484,486119,12.8609986132699
116237,488577,11.7360690162844
115455,485969,12.3458345879053
125344,490307,11.9100223234079
124032,486489,11.9703503120091
124275,490111,12.1600287070288
124507,489950,11.9891596439666
124342,490451,12.16785143271
120817,487209,12.7367008965923
125175,488840,12.9360337992128
121482,487699,12.6115377536383
124723,490829,11.8844890214027
121633,492691,12.2548628096996
120813,492244,11.9183905730784
124489,490795,12.0696800206246
120438,487451,12.0867258878976
124944,490662,11.4616321705827
123435,485637,11.8529627677559
120781,492520,12.0435537160324
120716,489158,12.3238556811866
120800,486134,12.7656884334656
123189,490545,12.837344422372
125126,487493,12.6443275764613
125262,490140,11.982929094216
125838,489040,12.8992198260901
124944,490658,11.9316357998284
122102,485579,12.8866410438833
123008,490811,12.0895388292742
125264,490137,11.9703503120091
120213,492221,12.3458345879053
123002,490801,12.2307652581205
123983,491347,12.5135573452781
123914,489391,12.7613935091827
121353,484785,12.2666972673466
124376,485674,12.0435537160324
124591,489295,12.814478597635
121011,492839,12.3349055173731
125883,489041,12.1934938633233
121183,492208,11.9381932003746
121126,492284,11.9381932003746
119356,486359,11.9117015849276
121339,484834,12.0376539939052
121687,492259,13.0280526979331
120870,492285,11.8981878657609
121386,492953,12.4587749990859
124501,489955,12.1007121298723
125842,489331,12.3966930051388
122200,485993,11.8493977015914
121638,484960,11.8879313655937
121503,493031,12.3025185437984
122370,489085,12.4874851049684
120904,484376,12.3458345879053
118378,485514,12.0287386302473
115593,486142,12.0287386302473
121540,483958,12.6603279178078
121716,487031,12.4292161968444
118802,487915,11.6952470217642
116288,484391,12.2452933586835
116444,488574,11.7440371859336
122852,484255,12.6115377536383
119096,485678,13.1759041443324
120285,484074,12.7938593104323
118393,486740,11.9891596439666
118632,488010,11.6741936125664
121081,485055,12.5567295171433
122157,484055,12.1441972418121
120008,487550,12.106252310248
121735,484294,12.2184951655287
119136,487288,12.2160229763833
121293,484135,12.2853458264247
121603,484301,12.4684369099977
127147,482158,12.2643415536542
114285,488470,12.4391665276976
122315,483933,12.5245263766487
118836,487890,11.6656465519879
122105,483778,12.2500895309469
117088,487253,11.805595078933
121924,484092,11.9640010843304
121691,486904,12.4645833406817
119182,484252,12.6443275764613
118352,487740,11.805595078933
119949,486165,12.16785143271
124330,487053,12.3238556811866
119045,487825,11.6952470217642
118721,488064,11.6868787720937
121075,484347,12.4968748453182
120483,486581,12.4968748453182
122187,486105,13.0710700830168
120790,486836,13.6231386653168
119556,486200,12.1934938633233
122119,484294,12.9831013100708
120458,487096,12.8076526325646
119906,488397,11.6868787720937
122283,484071,12.1807548375459
121413,486993,12.594730635322
124846,486258,12.1652506510099
118769,488216,11.6952470217642
120301,487229,11.9049675527463
118224,484973,11.901583454762
121989,485310,12.4292161968444
120527,482039,12.3238556811866
119608,482418,11.8635823365834
116781,484079,12.4292161968444
116220,488577,11.7035458245789
117169,486871,12.4950039373824
118199,484561,12.1976371667091
122399,487169,12.3238556811866
123205,486658,13.279367126214
124926,487834,12.594730635322
116178,484388,12.1600287070288
119252,485169,12.5776362019627
118403,485186,12.3238556811866
119244,487254,12.1281111040605
118712,488092,11.9117015849276
114295,485446,11.7981044072039
113137,484966,12.4722756863048
118395,487014,11.8130300574206
116681,488100,12.0257490913989
115221,484472,12.4411447677097
118534,487903,11.8670972786908
114210,485758,11.7360690162844
113634,484990,12.2548628096996
118908,487950,12.3013828253345
114263,485571,11.6952470217642
118943,488357,11.9250351157971
121733,485630,12.5425448821514
121042,487683,13.3676597333597
121227,487646,12.3673407931263
122425,486032,12.6362303662287
121733,485630,12.5061772379805
121609,486268,12.7938593104323
121223,487657,13.9552725003394
120310,487113,12.1652506510099
119867,485178,14.1092184387117
123284,486591,12.9116423460887
117215,487373,12.0015054797889
120928,488477,12.594730635322
122040,485879,13.507625778195
120935,485743,13.5144054651804
124291,487195,12.5153938930854
120629,487191,12.2899541295109
121141,486091,12.106252310248
124295,485026,13.2085410736454
120711,487054,12.273731294004
120975,488851,13.6646876682297
123102,486263,12.4441048093381
123426,486445,12.5061772379805
120630,487380,12.8544839322487
119972,488164,12.7367008965923
127019,481920,11.7597855429018
122140,486354,12.8266491332553
124147,486375,12.2307652581205
126295,481568,12.1807548375459
115456,485970,12.1807548375459
121993,486878,12.594730635322
117739,486194,12.0045682693194
120784,489306,12.0137007528827
120784,489306,12.0668105781967
120045,486976,11.7943379244084
123526,487305,12.4292161968444
122027,483940,12.0867258878976
119398,487120,12.0696800206246
123551,486973,12.2307652581205
120517,487635,12.4645833406817
122340,486201,12.106252310248
122148,486434,12.7206910675349
116231,488577,11.6868787720937
121997,485873,12.7068479334427
124366,484901,12.5776362019627
117007,487296,11.8130300574206
119937,482185,12.0076217068063
122272,487100,12.1281111040605
121545,485015,11.9511803959014
120064,484274,13.5606183083355
124360,484523,12.1934938633233
120647,482302,11.6741936125664
117007,487299,11.6526874073454
118793,486078,12.1547793511426
119899,482014,12.0435537160324
122421,486020,12.8815648908514
121502,484966,12.4874851049684
121480,486319,12.8479265317026
120825,488352,12.109010932687
120831,487942,12.3987569893597
122246,487192,13.5476311128087
120830,485067,13.1519221796459
125120,486571,12.9360337992128
120464,486573,12.8007797532769
121433,487616,12.498742259493
117468,485146,12.2643415536542
118848,488398,11.7943379244084
123143,485528,12.3458345879053
116168,488205,12.1756134380455
121432,487617,12.6475481911614
122997,486923,12.5227065399317
118111,488302,11.805595078933
120655,482234,12.6115377536383
123257,484529,12.5425448821514
121239,488247,11.7597855429018
123283,486720,12.3171666930358
120615,486985,12.594730635322
120615,482226,12.8479265317026
119863,484308,12.3349055173731
118185,485121,12.2548628096996
120615,485978,12.7798730684576
121844,487555,12.0951410848229
120153,485801,13.9108207377686
119740,487490,12.4490188241406
124648,484538,12.5461099483159
120285,486453,12.0435537160324
120497,482034,12.3800259526536
119529,486231,11.9183905730784
121488,492382,12.498742259493
116586,488110,12.0965367584619
117478,488541,12.1415341243926
120513,487463,12.5245263766487
120293,488200,11.7360690162844
119932,488492,11.8313791960888
119396,487466,11.9703503120091
120140,488111,12.3544926506484
119820,488586,11.7076695417627
119998,487281,12.3238556811866
117007,488471,12.3349055173731
122541,483903,12.0951410848229
118547,486529,11.8130300574206
120198,487338,12.1007121298723
119948,488433,11.982929094216
127941,481368,11.8565151693603
119326,486735,12.0137007528827
122541,486826,12.2666972673466
122541,486826,12.7469423906445
124244,487055,12.390475368528
120107,486437,12.2307652581205
118705,485233,12.1613367516888
121032,484523,12.6362303662287
119366,486720,12.6760762747759
122323,486568,12.1600287070288
122434,484262,12.0435537160324
121227,485175,12.0435537160324
119172,486093,12.0076217068063
119902,482013,11.9183905730784
121252,485587,12.5913350463208
122750,486988,13.1223633774043
119756,485999,13.6762484906308
120642,488015,13.7334867224857
120175,486377,12.2690474446916
124390,486166,11.8844890214027
124401,486165,11.7829526021833
124734,485291,12.4587749990859
118375,485286,12.1281111040605
120108,486509,12.2239125636585
120925,489069,12.3238556811866
120246,486410,12.083905011556
124854,485016,12.1547793511426
122238,484628,11.7597855429018
124425,486168,11.8775685785581
120516,482031,12.3673407931263
122753,485732,12.1960223096767
122751,485735,12.083905011556
122777,485743,12.3126823805884
122776,485746,12.083905011556
121531,487018,12.2690474446916
127458,481833,12.5425448821514
119982,488260,11.8493977015914
119539,486110,12.0015054797889
118804,485993,12.0257490913989
120006,483044,11.8493977015914
121977,486852,12.0867258878976
120004,482998,11.9576112862317
119166,487370,11.6082356447746
120007,482962,11.9183905730784
115578,484702,12.3238556811866
128042,481095,12.1007121298723
118638,485632,11.9283409039316
123646,485068,12.0867258878976
118292,487792,11.7636841833174
115835,484855,12.7798730684576
124322,487707,12.4529327234617
121329,484031,12.5153938930854
116818,484137,12.3458345879053
118496,487936,11.7360690162844
114298,484677,12.714395139078
114259,486079,12.0076217068063
118973,486678,11.9049675527463
112992,485132,12.758519943987
118830,488315,11.7158663089669
115286,483989,12.8866410438833
113274,485097,12.6115377536383
115912,484706,12.4874851049684
113880,484804,12.1281111040605
116286,487441,11.6952470217642
113877,484792,12.1547793511426
119823,487100,11.9984332807519
114167,485452,12.0227505884026
119036,487821,11.805595078933
117014,486646,12.4684369099977
119458,486103,12.2548628096996
115217,485657,12.4684369099977
116820,485560,11.8130300574206
113426,484997,12.5245263766487
113443,484986,12.5602444592508
116396,487531,12.4780063610138
118409,487017,12.3966930051388
114178,485025,12.5061772379805
112539,488106,12.8802918162046
114888,486297,12.0257490913989
117469,488598,11.7752897294377
119248,486186,12.1807548375459
115199,484539,12.4607148639038
115722,488557,12.0725412529057
118874,487446,12.2060726455302
117220,487023,12.7113830886081
115386,484233,12.2899541295109
116707,488433,12.4191658609909
115560,485657,11.8493977015914
116590,487958,12.1807548375459
114046,485408,12.0435537160324
113358,485042,12.6247829803884
119051,487364,12.16785143271
118601,487830,12.0137007528827
117469,488628,12.0257490913989
