"year","obs_id","adress_id","price","distance","density","sales_date","month","year_month","pc4","pc6","rd_x","rd_y","construction_period","garden","size","volume","rooms","wtype","parking","monumentalstatus","buyerpaysorfree","quality","lprice","lsize","population","gdp_change","hpi_groningen_change","hpi_southholland_change","hpi_nordbrabant_change","hpi_rotterdam_change","accommodation_nl_change"
2009,3587473,20823079,225000,591.930114746094,0,2009-04-11,4,200904,"1095","1095KV",124813,485958,"8",0,90,270,4,"-1","0","0","1","16",12.3238556811866,4.49980967033027,755605,-4,NA,NA,NA,NA,5.9
2009,3712819,19927440,217500,294.898010253906,0,2009-04-16,4,200904,"1094","1094LG",124075,486094,"2",0,65,180,3,"-1","0","0","1","17",12.2899541295109,4.17438726989564,755605,-4,NA,NA,NA,NA,5.9
2009,3523973,21379247,153000,6975.18408203125,0,2009-04-02,4,200904,"1106","1106VT",126173,478726,"6",0,85,212,4,"-1","0","0","1","14",11.9381932003746,4.44265125649032,755605,-4,NA,NA,NA,NA,5.9
2009,3588425,19841686,228500,135.128967285156,1,2009-01-13,1,200901,"1013","1013EN",121130,488253,"4",0,70,180,3,"-1","0","0","1","12",12.3392914893164,4.24849524204936,755605,-4,NA,NA,NA,NA,5.9
2009,3569439,21592804,439000,3550.5244140625,0,2009-03-31,3,200903,"1087","1087AX",128103,485752,"9",1,120,315,4,"1","1","0","1","14",12.9922546920573,4.78749174278205,755605,-4,NA,NA,NA,NA,5.9
2009,3594474,21549903,465000,395.221923828125,0,2009-06-08,6,200906,"1016","1016PA",120348,487268,"1",0,120,315,5,"-1","0","0","1","18",13.0497926845695,4.78749174278205,755605,-4,NA,NA,NA,NA,5.9
2009,3573336,20525339,2e+05,3786.38354492188,0,2009-03-27,3,200903,"1060","1060TT",114209,484860,"8",0,79,216,3,"-1","0","0","1","14",12.2060726455302,4.36944785246702,755605,-4,NA,NA,NA,NA,5.9
2009,3777788,21152709,183500,201.5400390625,1,2009-06-19,6,200906,"1052","1052JX",120046,487469,"2",0,50,135,2,"-1","0","0","1","14",12.1199699464768,3.91202300542815,755605,-4,NA,NA,NA,NA,5.9
2009,3639746,20567638,210000,3916.22705078125,0,2009-08-04,8,200908,"1069","1069WB",113806,485606,"5",1,95,250,4,"1","0","0","1","16",12.2548628096996,4.55387689160054,755605,-4,NA,NA,NA,NA,5.9
2009,3755698,20977907,340000,1142.42712402344,0,2009-07-02,7,200907,"1098","1098NJ",124600,484984,"3",0,105,275,2,"-1","0","0","1","14",12.7367008965923,4.65396035015752,755605,-4,NA,NA,NA,NA,5.9
2009,3601783,21465151,1350000,1134.96813964844,0,2009-01-27,1,200901,"1077","1077VC",120149,484322,"3",1,230,900,7,"1","0","0","1","12",14.1156151504146,5.4380793089232,755605,-4,NA,NA,NA,NA,5.9
2009,3556343,22063376,161000,3178.640625,0,2009-02-12,2,200902,"1033","1033AH",120449,492431,"5",0,80,220,3,"-1","0","0","1","14",11.9891596439666,4.38202663467388,755605,-4,NA,NA,NA,NA,5.9
2009,3515225,19757288,270000,2495.31518554688,0,2009-01-20,1,200901,"1082","1082NM",120470,482730,"7",0,90,220,3,"-1","0","0","1","14",12.5061772379805,4.49980967033027,755605,-4,NA,NA,NA,NA,5.9
2009,3524323,20609602,222000,385.776336669922,0,2009-02-17,2,200902,"1013","1013SN",120408,489111,"6",0,75,208,3,"-1","0","0","1","14",12.3104326608544,4.31748811353631,755605,-4,NA,NA,NA,NA,5.9
2009,3529275,21250361,229852,3810.3818359375,0,2009-12-30,12,200912,"1087","1087DM",128365,485734,"9",0,90,234,3,"-1","0","0","1","18",12.3451909025235,4.49980967033027,755605,-4,NA,NA,NA,NA,5.9
2009,3557776,20012844,180000,3021.98022460938,0,2009-01-27,1,200901,"1033","1033WX",120877,492283,"7",0,75,190,3,"-1","0","0","1","14",12.1007121298723,4.31748811353631,755605,-4,NA,NA,NA,NA,5.9
2009,3533072,20012843,155000,2492.3212890625,0,2009-03-04,3,200903,"1024","1024BA",125368,490384,"5",0,80,216,4,"-1","0","0","1","14",11.9511803959014,4.38202663467388,755605,-4,NA,NA,NA,NA,5.9
2009,3591034,22106491,270000,641.448303222656,0,2009-02-24,2,200902,"1072","1072RX",121188,484630,"2",0,61,177,3,"-1","0","0","1","14",12.5061772379805,4.11087386417331,755605,-4,NA,NA,NA,NA,5.9
2009,3591049,21704420,312500,4794.08203125,0,2009-02-03,2,200902,"1103","1103RD",127271,482234,"6",1,140,350,5,"1","1","0","1","14",12.6523597481586,4.9416424226093,755605,-4,NA,NA,NA,NA,5.9
2009,3826713,21634944,490000,621.798217773438,0,2009-08-21,8,200908,"1016","1016AD",120993,487205,"1",0,107,300,2,"-1","0","0","1","18",13.1021606700868,4.67282883446191,755605,-4,NA,NA,NA,NA,5.9
2009,3574995,22300469,202500,2740.74291992188,0,2009-01-26,1,200901,"1067","1067XX",115248,487892,"9",0,85,225,3,"-1","0","0","1","14",12.2184951655287,4.44265125649032,755605,-4,NA,NA,NA,NA,5.9
2009,3595910,20908866,215000,2759.97998046875,0,2009-06-23,6,200906,"1082","1082JX",119943,482595,"5",0,67,200,2,"-1","0","0","1","18",12.2783933071098,4.20469261939097,755605,-4,NA,NA,NA,NA,5.9
2009,3530525,20337781,129000,5062.04052734375,0,2009-06-26,6,200906,"1102","1102NG",125342,480453,"7",0,85,213,3,"-1","0","0","1","14",11.7675676833438,4.44265125649032,755605,-4,NA,NA,NA,NA,5.9
2009,3575125,21378785,488000,4351.763671875,0,2009-03-16,3,200903,"1087","1087KH",128766,485148,"9",1,143,400,5,"1","1","0","1","18",13.0980706848353,4.96284463025991,755605,-4,NA,NA,NA,NA,5.9
2009,3575860,20055895,137500,3988.33666992188,0,2009-01-08,1,200901,"1102","1102VM",124808,481399,"7",0,85,212,4,"-1","0","0","1","14",11.8313791960888,4.44265125649032,755605,-4,NA,NA,NA,NA,5.9
2009,3590775,21635914,90000,4012.51391601562,0,2009-01-22,1,200901,"1102","1102VA",124835,481383,"7",0,35,85,1,"-1","0","0","1","14",11.4075649493124,3.55534806148941,755605,-4,NA,NA,NA,NA,5.9
2009,3559489,19756877,217500,6477.12939453125,0,2009-01-22,1,200901,"1108","1108HB",127557,480131,"6",0,120,316,6,"-1","1","0","1","14",12.2899541295109,4.78749174278205,755605,-4,NA,NA,NA,NA,5.9
2009,3588336,21721553,210000,3117.96142578125,0,2009-05-07,5,200905,"1081","1081GG",119456,482417,"5",0,90,240,2,"-1","0","0","1","14",12.2548628096996,4.49980967033027,755605,-4,NA,NA,NA,NA,5.9
2009,3746209,22064019,1250000,601.010131835938,0,2009-04-22,4,200904,"1071","1071AG",120415,485978,"1",1,225,700,5,"-1","0","0","1","14",14.0386541092785,5.41610040220442,755605,-4,NA,NA,NA,NA,5.9
2009,3580084,21378761,280000,1544.43579101562,0,2009-01-07,1,200901,"1019","1019PS",123961,487956,"8",0,80,210,3,"-1","1","0","1","14",12.5425448821514,4.38202663467388,755605,-4,NA,NA,NA,NA,5.9
2009,3572692,21764236,375000,1101.30053710938,0,2009-01-30,1,200901,"1078","1078KW",121404,484224,"3",1,90,260,4,"-1","0","0","1","14",12.8346813049525,4.49980967033027,755605,-4,NA,NA,NA,NA,5.9
2009,3766733,20781208,254000,1690.38879394531,0,2009-06-11,6,200906,"1079","1079JS",122318,483920,"3",1,60,170,3,"-1","0","0","1","14",12.4450895460007,4.0943445622221,755605,-4,NA,NA,NA,NA,5.9
2009,3522089,21635509,203000,2694.53955078125,0,2009-07-07,7,200907,"1033","1033EG",121092,491972,"2",1,75,210,4,"1","0","0","1","14",12.2209612580239,4.31748811353631,755605,-4,NA,NA,NA,NA,5.9
2009,3776064,20610653,487000,917.895568847656,0,2009-08-11,8,200908,"1098","1098XA",124672,485606,"9",0,115,300,2,"-1","1","0","1","18",13.0960194020647,4.74493212836325,755605,-4,NA,NA,NA,NA,5.9
2009,3435183,21849407,235000,2513.07055664062,0,2009-02-25,2,200902,"1066","1066HD",116276,484386,"8",0,100,270,4,"-1","0","0","1","14",12.3673407931263,4.60517018598809,755605,-4,NA,NA,NA,NA,5.9
2009,3555769,21550188,178000,336.178253173828,0,2009-08-26,8,200908,"1055","1055GT",118582,487971,"4",0,72,185,4,"-1","0","0","1","14",12.0895388292742,4.27666611901606,755605,-4,NA,NA,NA,NA,5.9
2009,3681035,20567579,157500,941.219421386719,0,2009-05-05,5,200905,"1022","1022XT",123614,488965,"2",0,45,130,2,"1","0","0","1","14",11.9671807372478,3.80666248977032,755605,-4,NA,NA,NA,NA,5.9
2009,3522812,21250783,124000,7453.666015625,0,2009-07-20,7,200907,"1106","1106DT",127793,479084,"7",0,60,156,2,"-1","0","0","1","14",11.7280368445872,4.0943445622221,755605,-4,NA,NA,NA,NA,5.9
2009,3602627,20269142,227500,3506.92578125,0,2009-06-10,6,200906,"1066","1066TB",115173,483996,"8",1,95,260,4,"1","0","0","1","14",12.3349055173731,4.55387689160054,755605,-4,NA,NA,NA,NA,5.9
2009,3588283,21763949,168000,7538.765625,0,2009-03-05,3,200903,"1107","1107HT",127104,478551,"7",0,72,190,3,"-1","0","0","1","14",12.0317192583854,4.27666611901606,755605,-4,NA,NA,NA,NA,5.9
2009,3596842,21785857,188250,828.263854980469,0,2009-05-20,5,200905,"1056","1056PD",118184,487564,"2",0,55,145,2,"-1","0","0","1","14",12.1455261456621,4.00733318523247,755605,-4,NA,NA,NA,NA,5.9
2009,3556408,22191675,342000,1294.84643554688,0,2009-01-09,1,200901,"1019","1019LG",124652,487818,"8",1,90,220,3,"-1","1","0","1","14",12.7425660160447,4.49980967033027,755605,-4,NA,NA,NA,NA,5.9
2009,3542533,21806138,235000,1466.74780273438,0,2009-04-16,4,200904,"1025","1025ES",124288,490331,"8",0,83,225,3,"-1","1","0","1","14",12.3673407931263,4.4188406077966,755605,-4,NA,NA,NA,NA,5.9
2009,3558688,19871626,260000,3223.00341796875,0,2009-08-25,8,200908,"1066","1066WD",115332,484238,"8",1,125,340,4,"1","0","0","1","14",12.4684369099977,4.8283137373023,755605,-4,NA,NA,NA,NA,5.9
2009,3575951,20675869,219500,3282.34765625,0,2009-01-27,1,200901,"1082","1082EW",119941,482046,"5",0,85,230,3,"-1","0","0","1","14",12.2991075114974,4.44265125649032,755605,-4,NA,NA,NA,NA,5.9
2009,3601475,19714613,510000,1215.64685058594,0,2009-07-03,7,200907,"1077","1077KL",120245,484154,"4",0,130,320,4,"-1","1","0","1","14",13.1421660047005,4.86753445045558,755605,-4,NA,NA,NA,NA,5.9
2009,3606059,21593495,220000,753.742492675781,0,2009-02-04,2,200902,"1073","1073LK",121927,484784,"2",0,55,146,3,"-1","0","0","1","14",12.3013828253345,4.00733318523247,755605,-4,NA,NA,NA,NA,5.9
2009,3560823,19873872,295000,620.958557128906,0,2009-01-26,1,200901,"1055","1055VB",119087,487908,"3",0,82,210,4,"-1","0","0","1","18",12.594730635322,4.40671924726425,755605,-4,NA,NA,NA,NA,5.9
2009,3591142,21421922,227500,486.631744384766,0,2009-03-02,3,200903,"1058","1058XE",118756,486180,"2",0,80,210,6,"-1","0","0","1","12",12.3349055173731,4.38202663467388,755605,-4,NA,NA,NA,NA,5.9
2009,3610952,22063685,315000,4428.931640625,0,2009-04-09,4,200904,"1060","1060PP",113523,484820,"8",1,160,425,5,"1","0","0","1","18",12.6603279178078,5.07517381523383,755605,-4,NA,NA,NA,NA,5.9
2009,3547632,19928106,192000,6218.416015625,0,2009-09-07,9,200909,"1108","1108DC",127093,480102,"6",0,100,285,4,"-1","0","0","1","14",12.1652506510099,4.60517018598809,755605,-4,NA,NA,NA,NA,5.9
2009,3581495,21250517,155000,1358.642578125,0,2009-05-12,5,200905,"1025","1025JC",124268,490102,"5",0,110,330,4,"-1","0","0","1","13",11.9511803959014,4.70048036579242,755605,-4,NA,NA,NA,NA,5.9
2009,3598384,22258700,855000,1554.45336914062,0,2009-08-27,8,200908,"1023","1023BJ",124506,489355,"1",1,210,577,6,"5","0","0","1","14",13.6588567479189,5.34710753071747,755605,-4,NA,NA,NA,NA,5.9
2009,3555522,21892595,1060000,3450.37426757812,0,2009-03-17,3,200903,"1082","1082AJ",120169,481815,"5",0,180,470,3,"5","0","0","1","14",13.8737794660882,5.19295685089021,755605,-4,NA,NA,NA,NA,5.9
2009,3595448,21208077,735000,848.762023925781,0,2009-07-09,7,200907,"1098","1098CJ",124245,485504,"2",1,195,550,6,"-1","0","0","1","14",13.507625778195,5.27299955856375,755605,-4,NA,NA,NA,NA,5.9
2009,3584634,20780763,140000,8292.0849609375,0,2009-01-15,1,200901,"1109","1109AD",129697,479680,"7",0,55,165,2,"-1","0","0","1","14",11.8493977015914,4.00733318523247,755605,-4,NA,NA,NA,NA,5.9
2009,3590946,21336087,177600,687.975769042969,0,2009-04-17,4,200904,"1056","1056XZ",119217,487785,"3",0,53,130,3,"-1","0","0","1","14",12.0872891095402,3.97029191355212,755605,-4,NA,NA,NA,NA,5.9
2009,3560988,21977686,6e+05,3852.8818359375,0,2009-01-30,1,200901,"1087","1087EG",128388,485642,"8",0,195,625,6,"3","1","0","1","18",13.3046849341983,5.27299955856375,755605,-4,NA,NA,NA,NA,5.9
2009,3572039,21250700,255000,3315.3115234375,0,2009-02-13,2,200902,"1066","1066SL",115113,484338,"8",1,106,265,4,"1","0","0","1","14",12.4490188241406,4.66343909411207,755605,-4,NA,NA,NA,NA,5.9
2009,3576637,21592739,159000,308.615600585938,0,2009-10-12,10,200910,"1055","1055HP",118303,488278,"3",1,65,195,3,"-1","0","0","1","12",11.9766594812024,4.17438726989564,755605,-4,NA,NA,NA,NA,5.9
2009,3576649,21621526,185000,379.944671630859,0,2009-05-20,5,200905,"1056","1056WL",119261,487318,"2",0,60,165,3,"-1","0","0","1","14",12.1281111040605,4.0943445622221,755605,-4,NA,NA,NA,NA,5.9
2009,3606407,21677746,185000,231.763214111328,1,2009-02-10,2,200902,"1053","1053SE",119079,486341,"1",0,55,150,2,"-1","0","0","1","14",12.1281111040605,4.00733318523247,755605,-4,NA,NA,NA,NA,5.9
2009,3436152,22277443,805000,3670.82592773438,0,2009-05-20,5,200905,"1066","1066EM",114791,484168,"5",1,235,600,5,"5","1","0","1","14",13.5985975564007,5.45958551414416,755605,-4,NA,NA,NA,NA,5.9
2009,3591926,20140770,325000,730.623107910156,0,2009-04-01,4,200904,"1019","1019GD",124279,487160,"9",0,105,285,4,"-1","1","0","1","14",12.6915804613119,4.65396035015752,755605,-4,NA,NA,NA,NA,5.9
2009,3531871,20675870,162500,3363.421875,0,2009-04-29,4,200904,"1082","1082AX",119929,481965,"5",0,45,125,2,"-1","0","0","1","14",11.9984332807519,3.80666248977032,755605,-4,NA,NA,NA,NA,5.9
2009,3563424,19947677,850000,3357.14819335938,0,2009-02-13,2,200902,"1083","1083AE",120977,481836,"5",0,110,319,3,"5","1","0","1","14",13.6529916284665,4.70048036579242,755605,-4,NA,NA,NA,NA,5.9
2009,3586926,20738060,287500,3704.9072265625,0,2009-12-11,12,200912,"1066","1066EJ",114760,484152,"7",1,120,325,5,"1","0","0","1","14",12.5689781392195,4.78749174278205,755605,-4,NA,NA,NA,NA,5.9
2009,3608271,22148352,275000,95.4081726074219,2,2009-05-12,5,200905,"1015","1015GL",120664,488439,"1",0,80,208,2,"-1","0","0","1","14",12.5245263766487,4.38202663467388,755605,-4,NA,NA,NA,NA,5.9
2009,3594205,20524338,270000,409.811676025391,0,2009-08-27,8,200908,"1012","1012EM",121680,487372,"7",0,64,175,2,"-1","0","1","1","14",12.5061772379805,4.15888308335967,755605,-4,NA,NA,NA,NA,5.9
2009,3608380,21536191,219500,1169.94592285156,0,2009-06-05,6,200906,"1034","1034WC",123023,490832,"8",0,110,275,4,"-1","0","0","1","14",12.2991075114974,4.70048036579242,755605,-4,NA,NA,NA,NA,5.9
2009,3755281,22050112,465000,3721.5712890625,0,2009-05-18,5,200905,"1087","1087EM",128184,485396,"9",1,120,365,5,"1","1","0","1","14",13.0497926845695,4.78749174278205,755605,-4,NA,NA,NA,NA,5.9
2009,3601470,20951527,150000,3224.44506835938,0,2009-05-15,5,200905,"1083","1083AX",120550,481984,"5",0,50,130,2,"-1","0","0","1","14",11.9183905730784,3.91202300542815,755605,-4,NA,NA,NA,NA,5.9
2009,3362691,20889894,165000,7482.9677734375,0,2009-03-14,3,200903,"1107","1107RB",126468,478300,"7",0,115,328,5,"-1","0","0","1","14",12.0137007528827,4.74493212836325,755605,-4,NA,NA,NA,NA,5.9
2009,3771112,19671115,125000,1724.58337402344,0,2009-07-02,7,200907,"1025","1025WS",124687,489924,"7",0,41,107,2,"-1","0","0","1","14",11.7360690162844,3.71357206670431,755605,-4,NA,NA,NA,NA,5.9
2009,3611833,21721275,185000,815.390380859375,0,2009-11-14,11,200911,"1058","1058HV",118636,485632,"6",1,55,155,2,"-1","0","0","1","14",12.1281111040605,4.00733318523247,755605,-4,NA,NA,NA,NA,5.9
2009,3519501,21163941,365000,598.622619628906,0,2009-02-25,2,200902,"1016","1016PN",120552,487286,"1",0,130,520,1,"-1","0","0","1","16",12.8076526325646,4.86753445045558,755605,-4,NA,NA,NA,NA,5.9
2009,3610628,20481889,210000,750.475036621094,0,2009-03-31,3,200903,"1018","1018HS",123443,486918,"7",0,77,200,3,"-1","0","0","1","14",12.2548628096996,4.34380542185368,755605,-4,NA,NA,NA,NA,5.9
2009,3586145,19885080,148000,1116.65466308594,0,2009-02-16,2,200902,"1064","1064EE",116926,487390,"5",0,85,235,2,"-1","0","0","1","14",11.9049675527463,4.44265125649032,755605,-4,NA,NA,NA,NA,5.9
2009,3586155,21806493,157500,418.643585205078,0,2009-01-23,1,200901,"1091","1091PA",123064,485057,"2",1,70,200,2,"-1","0","0","1","14",11.9671807372478,4.24849524204936,755605,-4,NA,NA,NA,NA,5.9
2009,3565163,20269644,248000,2383.42749023438,0,2009-04-29,4,200904,"1083","1083JM",120580,482827,"7",0,105,278,4,"-1","0","0","1","14",12.4211840251471,4.65396035015752,755605,-4,NA,NA,NA,NA,5.9
2009,3469665,22149211,312500,391.947052001953,0,2009-05-21,5,200905,"1074","1074EA",121932,485323,"2",0,65,175,3,"-1","0","0","1","18",12.6523597481586,4.17438726989564,755605,-4,NA,NA,NA,NA,5.9
2009,3610799,20225982,357500,327.390045166016,0,2009-01-08,1,200901,"1053","1053VK",119872,486656,"8",0,85,240,3,"-1","0","0","1","14",12.7868906411162,4.44265125649032,755605,-4,NA,NA,NA,NA,5.9
2009,3575900,20055617,186000,1975.00769042969,0,2009-06-02,6,200906,"1068","1068JG",115890,485552,"5",0,95,250,4,"-1","0","0","1","14",12.1335019526953,4.55387689160054,755605,-4,NA,NA,NA,NA,5.9
2009,3612066,20525235,229000,539.043212890625,0,2009-01-30,1,200901,"1058","1058VZ",118711,486266,"2",0,65,165,4,"-1","0","0","1","14",12.3414772825364,4.17438726989564,755605,-4,NA,NA,NA,NA,5.9
2009,3562651,21188893,550000,758.197021484375,0,2009-02-12,2,200902,"1016","1016HL",120704,487183,"1",0,86,250,5,"-1","0","1","1","14",13.2176735572087,4.45434729625351,755605,-4,NA,NA,NA,NA,5.9
2009,3576017,19885136,255000,3301.79150390625,0,2009-06-03,6,200906,"1066","1066WH",115407,484058,"8",0,128,380,3,"1","0","0","1","14",12.4490188241406,4.85203026391962,755605,-4,NA,NA,NA,NA,5.9
2009,3612174,20525097,236000,3058.78662109375,0,2009-02-26,2,200902,"1033","1033XV",120282,492327,"5",1,120,300,4,"1","0","0","1","14",12.3715870840077,4.78749174278205,755605,-4,NA,NA,NA,NA,5.9
2009,3562845,20567973,129500,4695.83642578125,0,2009-02-23,2,200902,"1103","1103KG",126852,481898,"6",0,55,143,2,"-1","0","0","1","14",11.7714361601217,4.00733318523247,755605,-4,NA,NA,NA,NA,5.9
2009,3557884,20823168,275000,1138.7880859375,0,2009-11-24,11,200911,"1034","1034DG",122528,490707,"7",1,130,325,4,"1","0","0","1","14",12.5245263766487,4.86753445045558,755605,-4,NA,NA,NA,NA,5.9
2009,3592847,20994268,231500,1388.39208984375,0,2009-04-17,4,200904,"1079","1079EM",121931,484104,"3",0,70,210,4,"-1","0","0","1","14",12.3523351525084,4.24849524204936,755605,-4,NA,NA,NA,NA,5.9
2009,3506450,21956117,233000,6104.9267578125,0,2009-10-09,10,200910,"1106","1106EB",126416,479809,"7",1,120,312,5,"1","0","0","1","14",12.3587937325478,4.78749174278205,755605,-4,NA,NA,NA,NA,5.9
2009,3602135,19970619,96000,4036.29248046875,0,2009-01-19,1,200901,"1102","1102TC",124694,481310,"7",0,45,108,2,"-1","0","0","1","14",11.47210347045,3.80666248977032,755605,-4,NA,NA,NA,NA,5.9
2009,3585301,22148390,168000,944.395751953125,0,2009-12-03,12,200912,"1051","1051JK",119700,488305,"1",0,51,130,2,"-1","0","0","1","14",12.0317192583854,3.93182563272433,755605,-4,NA,NA,NA,NA,5.9
2009,3536938,19842037,280000,608.094360351562,0,2009-01-26,1,200901,"1019","1019KJ",124330,487048,"8",0,85,240,3,"-1","1","0","1","14",12.5425448821514,4.44265125649032,755605,-4,NA,NA,NA,NA,5.9
2009,3612561,22276619,372500,208.061767578125,1,2009-03-27,3,200903,"1011","1011HT",121659,486785,"1",0,80,240,2,"-1","0","1","1","16",12.8279923168018,4.38202663467388,755605,-4,NA,NA,NA,NA,5.9
2009,3462840,20439856,160000,3460.71606445312,0,2009-04-28,4,200904,"1069","1069LD",114690,484664,"5",0,95,270,4,"-1","0","0","1","14",11.982929094216,4.55387689160054,755605,-4,NA,NA,NA,NA,5.9
2009,3561173,21593393,225000,128.105926513672,1,2009-01-29,1,200901,"1097","1097CV",123567,485072,"4",0,75,193,3,"-1","0","0","1","16",12.3238556811866,4.31748811353631,755605,-4,NA,NA,NA,NA,5.9
2009,3506764,21892538,335000,1321.21264648438,0,2009-10-30,10,200910,"1078","1078HP",121531,484043,"2",0,104,280,4,"-1","0","0","1","14",12.7218858108072,4.64439089914137,755605,-4,NA,NA,NA,NA,5.9
2009,3607801,21336523,171000,579.415588378906,0,2009-02-09,2,200902,"1092","1092BB",123070,485575,"2",0,60,155,2,"-1","0","0","1","14",12.0494188354848,4.0943445622221,755605,-4,NA,NA,NA,NA,5.9
2009,3599004,21293024,280000,296.232543945312,0,2009-01-23,1,200901,"1053","1053GP",119250,486473,"2",0,75,208,3,"-1","0","0","1","14",12.5425448821514,4.31748811353631,755605,-4,NA,NA,NA,NA,5.9
2009,3603842,21336345,245000,3077.3837890625,0,2009-03-25,3,200903,"1069","1069GA",114582,485997,"9",0,90,235,4,"-1","0","0","1","14",12.4090134895269,4.49980967033027,755605,-4,NA,NA,NA,NA,5.9
2009,3612700,21250197,188750,169.210220336914,1,2009-04-02,4,200904,"1094","1094ND",124216,486332,"2",1,50,150,2,"-1","0","0","1","14",12.1481786671113,3.91202300542815,755605,-4,NA,NA,NA,NA,5.9
2009,3588090,20439710,210000,717.331481933594,0,2009-01-14,1,200901,"1056","1056PR",118249,487443,"3",0,60,160,3,"-1","0","0","1","14",12.2548628096996,4.0943445622221,755605,-4,NA,NA,NA,NA,5.9
2009,3588176,20737198,475000,139.695495605469,2,2009-07-10,7,200907,"1015","1015AS",121189,487732,"1",0,115,248,6,"2","0","1","1","14",13.0710700830168,4.74493212836325,755605,-4,NA,NA,NA,NA,5.9
2009,3597568,19671252,249750,3284.74462890625,0,2009-07-03,7,200907,"1066","1066WL",115321,484162,"8",1,120,335,5,"1","0","0","1","14",12.4282156965108,4.78749174278205,755605,-4,NA,NA,NA,NA,5.9
2009,3611501,20779898,370000,451.810089111328,0,2009-01-14,1,200901,"1011","1011MV",122196,486868,"8",0,97,270,3,"-1","1","0","1","14",12.8212582846204,4.57471097850338,755605,-4,NA,NA,NA,NA,5.9
2009,3544473,20652854,374500,2617.7783203125,0,2009-01-13,1,200901,"1066","1066LC",115854,484576,"8",1,152,425,5,"1","0","0","1","14",12.8333470819394,5.02388052084628,755605,-4,NA,NA,NA,NA,5.9
2009,3505463,21165262,217500,2788.197265625,0,2009-09-29,9,200909,"1082","1082KJ",119759,482638,"5",0,80,220,2,"-1","0","0","1","14",12.2899541295109,4.38202663467388,755605,-4,NA,NA,NA,NA,5.9
2009,3564733,20440467,637500,3022.69067382812,0,2009-08-28,8,200908,"1081","1081KK",118826,482947,"9",1,160,460,5,"-1","0","0","1","14",13.3653095560147,5.07517381523383,755605,-4,NA,NA,NA,NA,5.9
2009,3789776,21550523,194000,1110.6806640625,0,2009-06-22,6,200906,"1091","1091DJ",122731,485985,"7",0,60,180,2,"-1","0","0","1","14",12.1756134380455,4.0943445622221,755605,-4,NA,NA,NA,NA,5.9
2009,3579295,21806803,4e+05,2163.84130859375,0,2009-09-17,9,200909,"1082","1082NE",120429,483075,"7",1,110,300,2,"-1","1","0","1","14",12.8992198260901,4.70048036579242,755605,-4,NA,NA,NA,NA,5.9
2009,3780550,21421232,214500,713.535583496094,0,2009-07-17,7,200907,"1051","1051CZ",119931,488384,"1",1,50,125,2,"-1","0","0","1","14",12.2760650173502,3.91202300542815,755605,-4,NA,NA,NA,NA,5.9
